x,y,z,nx,ny,nz,u,v
0.71358117,1.25000000,0.04110463,0.132127,-0.139500,0.981367,0.225000,0.250000
0.79729305,1.50000000,0.06537126,0.130410,-0.138955,0.981674,0.225000,0.300000
0.88100493,1.75000000,0.08963790,0.128588,-0.138376,0.981997,0.225000,0.350000
0.96471681,2.00000000,0.11390453,0.126651,-0.137760,0.982335,0.225000,0.400000
1.04842868,2.25000000,0.13817117,0.124588,-0.137104,0.982690,0.225000,0.450000
1.13214056,2.50000000,0.16243780,0.122386,-0.136403,0.983065,0.225000,0.500000
1.21585244,2.75000000,0.18670443,0.120031,-0.135653,0.983459,0.225000,0.550000
1.29956431,3.00000000,0.21097107,0.117507,-0.134848,0.983874,0.225000,0.600000
1.38327619,3.25000000,0.23523770,0.114793,-0.133982,0.984313,0.225000,0.650000
1.46698807,3.50000000,0.25950434,0.111870,-0.133048,0.984776,0.225000,0.700000
1.55069994,3.75000000,0.28377097,0.108710,-0.132038,0.985266,0.225000,0.750000
1.63441182,4.00000000,0.30803761,0.105285,-0.130941,0.985784,0.225000,0.800000
1.71812370,4.25000000,0.33230424,0.101560,-0.129747,0.986332,0.225000,0.850000
1.80183557,4.50000000,0.35657088,0.097493,-0.128442,0.986913,0.225000,0.900000
1.88554745,4.75000000,0.38083751,0.093036,-0.127009,0.987529,0.225000,0.950000
1.96925933,5.00000000,0.40510414,0.088130,-0.125429,0.988180,0.225000,1.000000
0.34229896,0.00000000,-0.08671836,0.129360,-0.138891,0.981822,0.250000,0.000000
0.42483578,0.25000000,-0.06222740,0.128049,-0.138481,0.982052,0.250000,0.050000
0.50737260,0.50000000,-0.03773644,0.126670,-0.138049,0.982292,0.250000,0.100000
0.58990942,0.75000000,-0.01324548,0.125215,-0.137593,0.982542,0.250000,0.150000
0.67244624,1.00000000,0.01124548,0.123678,-0.137111,0.982804,0.250000,0.200000
0.75498306,1.25000000,0.03573644,0.122053,-0.136602,0.983078,0.250000,0.250000
0.83751988,1.50000000,0.06022740,0.120332,-0.136062,0.983365,0.250000,0.300000
0.92005669,1.75000000,0.08471836,0.118506,-0.135488,0.983666,0.250000,0.350000
1.00259351,2.00000000,0.10920932,0.116564,-0.134878,0.983982,0.250000,0.400000
1.08513033,2.25000000,0.13370028,0.114497,-0.134228,0.984314,0.250000,0.450000
1.16766715,2.50000000,0.15819124,0.112290,-0.133534,0.984662,0.250000,0.500000
1.25020397,2.75000000,0.18268220,0.109930,-0.132790,0.985029,0.250000,0.550000
1.33274079,3.00000000,0.20717316,0.107400,-0.131993,0.985415,0.250000,0.600000
1.41527761,3.25000000,0.23166412,0.104681,-0.131135,0.985822,0.250000,0.650000
1.49781443,3.50000000,0.25615508,0.101751,-0.130210,0.986252,0.250000,0.700000
1.58035125,3.75000000,0.28064604,0.098585,-0.129209,0.986705,0.250000,0.750000
1.66288807,4.00000000,0.30513700,0.095153,-0.128123,0.987183,0.250000,0.800000
1.74542488,4.25000000,0.32962796,0.091421,-0.126940,0.987688,0.250000,0.850000
1.82796170,4.50000000,0.35411892,0.087346,-0.125647,0.988222,0.250000,0.900000
1.91049852,4.75000000,0.37860987,0.082881,-0.124228,0.988786,0.250000,0.950000
1.99303534,5.00000000,0.40310083,0.077966,-0.122664,0.989381,0.250000,1.000000
0.39148817,0.00000000,-0.09284577,0.114797,-0.134614,0.984226,0.275000,0.000000
0.47280159,0.25000000,-0.06813706,0.113483,-0.134207,0.984434,0.275000,0.050000
0.55411501,0.50000000,-0.04342834,0.112098,-0.133778,0.984651,0.275000,0.100000
0.63542843,0.75000000,-0.01871963,0.110639,-0.133326,0.984877,0.275000,0.150000
0.71674185,1.00000000,0.00598909,0.109097,-0.132848,0.985114,0.275000,0.200000
0.79805527,1.25000000,0.03069780,0.107467,-0.132342,0.985361,0.275000,0.250000
0.87936870,1.50000000,0.05540651,0.105741,-0.131806,0.985620,0.275000,0.300000
0.96068212,1.75000000,0.08011523,0.103909,-0.131237,0.985890,0.275000,0.350000
1.04199554,2.00000000,0.10482394,0.101961,-0.130632,0.986174,0.275000,0.400000
1.12330896,2.25000000,0.12953265,0.099887,-0.129986,0.986472,0.275000,0.450000
1.20462238,2.50000000,0.15424137,0.097674,-0.129297,0.986784,0.275000,0.500000
1.28593580,2.75000000,0.17895008,0.095307,-0.128560,0.987111,0.275000,0.550000
1.36724922,3.00000000,0.20365880,0.092770,-0.127769,0.987456,0.275000,0.600000
1.44856264,3.25000000,0.22836751,0.090043,-0.126918,0.987818,0.275000,0.650000
1.52987606,3.50000000,0.25307622,0.087105,-0.126000,0.988199,0.275000,0.700000
1.61118948,3.75000000,0.27778494,0.083930,-0.125007,0.988600,0.275000,0.750000
1.69250290,4.00000000,0.30249365,0.080489,-0.123929,0.989021,0.275000,0.800000
1.77381632,4.25000000,0.32720237,0.076747,-0.122756,0.989465,0.275000,0.850000
1.85512974,4.50000000,0.35191108,0.072663,-0.121473,0.989931,0.275000,0.900000
1.93644316,4.75000000,0.37661979,0.068186,-0.120066,0.990421,0.275000,0.950000
2.01775658,5.00000000,0.40132851,0.063260,-0.118515,0.990935,0.275000,1.000000
0.44224575,0.00000000,-0.09829563,0.097044,-0.129408,0.986831,0.300000,0.000000
0.52229563,0.25000000,-0.07338407,0.095725,-0.129003,0.987013,0.300000,0.050000
0.60234550,0.50000000,-0.04847251,0.094336,-0.128577,0.987202,0.300000,0.100000
0.68239537,0.75000000,-0.02356095,0.092871,-0.128128,0.987400,0.300000,0.150000
0.76244524,1.00000000,0.00135061,0.091324,-0.127653,0.987605,0.300000,0.200000
0.84249512,1.25000000,0.02626216,0.089689,-0.127151,0.987820,0.300000,0.250000
0.92254499,1.50000000,0.05117372,0.087956,-0.126618,0.988044,0.300000,0.300000
1.00259486,1.75000000,0.07608528,0.086118,-0.126053,0.988278,0.300000,0.350000
1.08264473,2.00000000,0.10099684,0.084164,-0.125452,0.988523,0.300000,0.400000
1.16269461,2.25000000,0.12590840,0.082083,-0.124811,0.988779,0.300000,0.450000
1.24274448,2.50000000,0.15081996,0.079863,-0.124127,0.989047,0.300000,0.500000
1.32279435,2.75000000,0.17573151,0.077489,-0.123395,0.989328,0.300000,0.550000
1.40284423,3.00000000,0.20064307,0.074943,-0.122609,0.989621,0.300000,0.600000
1.48289410,3.25000000,0.22555463,0.072209,-0.121764,0.989929,0.300000,0.650000
1.56294397,3.50000000,0.25046619,0.069262,-0.120852,0.990251,0.300000,0.700000
1.64299384,3.75000000,0.27537775,0.066078,-0.119867,0.990589,0.300000,0.750000
1.72304372,4.00000000,0.30028930,0.062627,-0.118797,0.990942,0.300000,0.800000
1.80309359,4.25000000,0.32520086,0.058875,-0.117632,0.991310,0.300000,0.850000
1.88314346,4.50000000,0.35011242,0.054779,-0.116359,0.991695,0.300000,0.900000
1.96319333,4.75000000,0.37502398,0.050292,-0.114962,0.992096,0.300000,0.950000
2.04324321,5.00000000,0.39993554,0.045354,-0.113422,0.992511,0.300000,1.000000
0.49423423,0.00000000,-0.10297820,0.081334,-0.124888,0.988832,0.325000,0.000000
0.57298874,0.25000000,-0.07788140,0.080011,-0.124487,0.988990,0.325000,0.050000
0.65174324,0.50000000,-0.05278459,0.078618,-0.124065,0.989155,0.325000,0.100000
0.73049775,0.75000000,-0.02768779,0.077149,-0.123619,0.989326,0.325000,0.150000
0.80925226,1.00000000,-0.00259098,0.075598,-0.123148,0.989505,0.325000,0.200000
0.88800676,1.25000000,0.02250582,0.073958,-0.122650,0.989690,0.325000,0.250000
0.96676127,1.50000000,0.04760263,0.072221,-0.122123,0.989884,0.325000,0.300000
1.04551577,1.75000000,0.07269943,0.070378,-0.121562,0.990086,0.325000,0.350000
1.12427028,2.00000000,0.09779624,0.068419,-0.120966,0.990296,0.325000,0.400000
1.20302479,2.25000000,0.12289304,0.066333,-0.120331,0.990515,0.325000,0.450000
1.28177929,2.50000000,0.14798985,0.064108,-0.119653,0.990744,0.325000,0.500000
1.36053380,2.75000000,0.17308665,0.061727,-0.118927,0.990982,0.325000,0.550000
1.43928830,3.00000000,0.19818345,0.059176,-0.118148,0.991231,0.325000,0.600000
1.51804281,3.25000000,0.22328026,0.056435,-0.117311,0.991490,0.325000,0.650000
1.59679732,3.50000000,0.24837706,0.053482,-0.116408,0.991761,0.325000,0.700000
1.67555182,3.75000000,0.27347387,0.050291,-0.115431,0.992042,0.325000,0.750000
1.75430633,4.00000000,0.29857067,0.046833,-0.114371,0.992334,0.325000,0.800000
1.83306083,4.25000000,0.32366748,0.043073,-0.113217,0.992636,0.325000,0.850000
1.91181534,4.50000000,0.34876428,0.038969,-0.111955,0.992949,0.325000,0.900000
1.99056985,4.75000000,0.37386109,0.034473,-0.110571,0.993270,0.325000,0.950000
2.06932435,5.00000000,0.39895789,0.029527,-0.109046,0.993598,0.325000,1.000000
0.54717215,0.00000000,-0.10695017,0.067442,-0.120977,0.990362,0.350000,0.000000
0.62460659,0.25000000,-0.08168466,0.066116,-0.120581,0.990499,0.350000,0.050000
0.70204104,0.50000000,-0.05641916,0.064720,-0.120163,0.990642,0.350000,0.100000
0.77947548,0.75000000,-0.03115365,0.063248,-0.119722,0.990791,0.350000,0.150000
0.85690992,1.00000000,-0.00588815,0.061694,-0.119256,0.990945,0.350000,0.200000
0.93434436,1.25000000,0.01937735,0.060051,-0.118763,0.991105,0.350000,0.250000
1.01177880,1.50000000,0.04464286,0.058310,-0.118241,0.991271,0.350000,0.300000
1.08921324,1.75000000,0.06990836,0.056463,-0.117686,0.991444,0.350000,0.350000
1.16664768,2.00000000,0.09517386,0.054501,-0.117096,0.991624,0.350000,0.400000
1.24408212,2.25000000,0.12043937,0.052411,-0.116468,0.991811,0.350000,0.450000
1.32151657,2.50000000,0.14570487,0.050181,-0.115797,0.992005,0.350000,0.500000
1.39895101,2.75000000,0.17097038,0.047796,-0.115079,0.992206,0.350000,0.550000
1.47638545,3.00000000,0.19623588,0.045240,-0.114308,0.992415,0.350000,0.600000
1.55381989,3.25000000,0.22150138,0.042494,-0.113479,0.992631,0.350000,0.650000
1.63125433,3.50000000,0.24676689,0.039536,-0.112586,0.992855,0.350000,0.700000
1.70868877,3.75000000,0.27203239,0.036340,-0.111619,0.993086,0.350000,0.750000
1.78612321,4.00000000,0.29729789,0.032876,-0.110570,0.993324,0.350000,0.800000
1.86355765,4.25000000,0.32256340,0.029110,-0.109429,0.993568,0.350000,0.850000
1.94099209,4.50000000,0.34782890,0.025001,-0.108181,0.993817,0.350000,0.900000
2.01842654,4.75000000,0.37309441,0.020499,-0.106812,0.994068,0.350000,0.950000
