x,y,z,nx,ny,nz,u,v
0.93382689,1.75000000,0.26813252,-0.033399,-0.064692,0.997346,0.250000,0.350000
1.01559328,2.00000000,0.28708664,-0.035379,-0.064042,0.997320,0.250000,0.400000
1.09735967,2.25000000,0.30604076,-0.037486,-0.063350,0.997287,0.250000,0.450000
1.17912607,2.50000000,0.32499488,-0.039734,-0.062612,0.997247,0.250000,0.500000
1.26089246,2.75000000,0.34394900,-0.042137,-0.061822,0.997197,0.250000,0.550000
1.34265885,3.00000000,0.36290312,-0.044712,-0.060976,0.997137,0.250000,0.600000
1.42442525,3.25000000,0.38185724,-0.047477,-0.060066,0.997065,0.250000,0.650000
1.50619164,3.50000000,0.40081136,-0.050456,-0.059085,0.996977,0.250000,0.700000
1.58795804,3.75000000,0.41976548,-0.053672,-0.058025,0.996871,0.250000,0.750000
1.66972443,4.00000000,0.43871960,-0.057156,-0.056876,0.996744,0.250000,0.800000
1.75149082,4.25000000,0.45767371,-0.060942,-0.055626,0.996590,0.250000,0.850000
1.83325722,4.50000000,0.47662783,-0.065071,-0.054261,0.996404,0.250000,0.900000
1.91502361,4.75000000,0.49558195,-0.069592,-0.052765,0.996179,0.250000,0.950000
1.99679000,5.00000000,0.51453607,-0.074564,-0.051119,0.995905,0.250000,1.000000
0.41163727,0.00000000,0.13593644,0.001371,-0.076251,0.997088,0.275000,0.000000
0.49214694,0.25000000,0.15494412,0.000033,-0.075823,0.997121,0.275000,0.050000
0.57265660,0.50000000,0.17395180,-0.001376,-0.075371,0.997155,0.275000,0.100000
0.65316626,0.75000000,0.19295949,-0.002861,-0.074896,0.997187,0.275000,0.150000
0.73367593,1.00000000,0.21196717,-0.004428,-0.074393,0.997219,0.275000,0.200000
0.81418559,1.25000000,0.23097485,-0.006086,-0.073862,0.997250,0.275000,0.250000
0.89469526,1.50000000,0.24998254,-0.007841,-0.073299,0.997279,0.275000,0.300000
0.97520492,1.75000000,0.26899022,-0.009703,-0.072701,0.997307,0.275000,0.350000
1.05571459,2.00000000,0.28799790,-0.011682,-0.072066,0.997331,0.275000,0.400000
1.13622425,2.25000000,0.30700559,-0.013788,-0.071389,0.997353,0.275000,0.450000
1.21673391,2.50000000,0.32601327,-0.016035,-0.070667,0.997371,0.275000,0.500000
1.29724358,2.75000000,0.34502095,-0.018438,-0.069894,0.997384,0.275000,0.550000
1.37775324,3.00000000,0.36402864,-0.021012,-0.069066,0.997391,0.275000,0.600000
1.45826291,3.25000000,0.38303632,-0.023777,-0.068175,0.997390,0.275000,0.650000
1.53877257,3.50000000,0.40204400,-0.026755,-0.067215,0.997380,0.275000,0.700000
1.61928224,3.75000000,0.42105169,-0.029971,-0.066178,0.997358,0.275000,0.750000
1.69979190,4.00000000,0.44005937,-0.033456,-0.065053,0.997321,0.275000,0.800000
1.78030156,4.25000000,0.45906705,-0.037243,-0.063829,0.997266,0.275000,0.850000
1.86081123,4.50000000,0.47807474,-0.041374,-0.062493,0.997187,0.275000,0.900000
1.94132089,4.75000000,0.49708242,-0.045898,-0.061028,0.997080,0.275000,0.950000
2.02183056,5.00000000,0.51609010,-0.050873,-0.059415,0.996936,0.275000,1.000000
0.46270899,0.00000000,0.13542882,0.018088,-0.081813,0.996484,0.300000,0.000000
0.54194078,0.25000000,0.15451603,0.016751,-0.081394,0.996541,0.300000,0.050000
0.62117256,0.50000000,0.17360324,0.015344,-0.080952,0.996600,0.300000,0.100000
0.70040435,0.75000000,0.19269046,0.013860,-0.080487,0.996659,0.300000,0.150000
0.77963613,1.00000000,0.21177767,0.012294,-0.079995,0.996719,0.300000,0.200000
0.85886792,1.25000000,0.23086488,0.010638,-0.079475,0.996780,0.300000,0.250000
0.93809971,1.50000000,0.24995210,0.008884,-0.078923,0.996841,0.300000,0.300000
1.01733149,1.75000000,0.26903931,0.007024,-0.078338,0.996902,0.300000,0.350000
1.09656328,2.00000000,0.28812652,0.005047,-0.077716,0.996963,0.300000,0.400000
1.17579506,2.25000000,0.30721374,0.002942,-0.077054,0.997023,0.300000,0.450000
1.25502685,2.50000000,0.32630095,0.000696,-0.076347,0.997081,0.300000,0.500000
1.33425863,2.75000000,0.34538816,-0.001704,-0.075590,0.997138,0.300000,0.550000
1.41349042,3.00000000,0.36447538,-0.004277,-0.074779,0.997191,0.300000,0.600000
1.49272221,3.25000000,0.38356259,-0.007041,-0.073907,0.997240,0.300000,0.650000
1.57195399,3.50000000,0.40264980,-0.010017,-0.072967,0.997284,0.300000,0.700000
1.65118578,3.75000000,0.42173702,-0.013232,-0.071951,0.997320,0.300000,0.750000
1.73041756,4.00000000,0.44082423,-0.016716,-0.070849,0.997347,0.300000,0.800000
1.80964935,4.25000000,0.45991144,-0.020502,-0.069650,0.997361,0.300000,0.850000
1.88888113,4.50000000,0.47899866,-0.024632,-0.068341,0.997358,0.300000,0.900000
1.96811292,4.75000000,0.49808587,-0.029155,-0.066905,0.997333,0.300000,0.950000
2.04734471,5.00000000,0.51717308,-0.034130,-0.065324,0.997280,0.300000,1.000000
0.51469796,0.00000000,0.13407471,0.033566,-0.086886,0.995653,0.325000,0.000000
0.59263001,0.25000000,0.15326384,0.032231,-0.086476,0.995732,0.325000,0.050000
0.67056207,0.50000000,0.17245298,0.030825,-0.086044,0.995814,0.325000,0.100000
0.74849412,0.75000000,0.19164211,0.029344,-0.085589,0.995898,0.325000,0.150000
0.82642617,1.00000000,0.21083125,0.027779,-0.085108,0.995984,0.325000,0.200000
0.90435822,1.25000000,0.23002038,0.026125,-0.084599,0.996073,0.325000,0.250000
0.98229027,1.50000000,0.24920952,0.024373,-0.084060,0.996163,0.325000,0.300000
1.06022233,1.75000000,0.26839865,0.022515,-0.083488,0.996254,0.325000,0.350000
1.13815438,2.00000000,0.28758779,0.020540,-0.082879,0.996348,0.325000,0.400000
1.21608643,2.25000000,0.30677692,0.018437,-0.082231,0.996443,0.325000,0.450000
1.29401848,2.50000000,0.32596606,0.016194,-0.081539,0.996539,0.325000,0.500000
1.37195053,2.75000000,0.34515519,0.013795,-0.080799,0.996635,0.325000,0.550000
1.44988259,3.00000000,0.36434433,0.011224,-0.080005,0.996731,0.325000,0.600000
1.52781464,3.25000000,0.38353346,0.008463,-0.079151,0.996827,0.325000,0.650000
1.60574669,3.50000000,0.40272260,0.005489,-0.078231,0.996920,0.325000,0.700000
1.68367874,3.75000000,0.42191173,0.002276,-0.077237,0.997010,0.325000,0.750000
1.76161079,4.00000000,0.44110087,-0.001205,-0.076158,0.997095,0.325000,0.800000
1.83954284,4.25000000,0.46029000,-0.004989,-0.074984,0.997172,0.325000,0.850000
1.91747490,4.50000000,0.47947914,-0.009117,-0.073702,0.997239,0.325000,0.900000
1.99540695,4.75000000,0.49866827,-0.013639,-0.072297,0.997290,0.325000,0.950000
2.07333900,5.00000000,0.51785741,-0.018612,-0.070749,0.997320,0.325000,1.000000
0.56758201,0.00000000,0.13191165,0.047509,-0.091398,0.994681,0.350000,0.000000
0.64419298,0.25000000,0.15122413,0.046176,-0.090997,0.994780,0.350000,0.050000
0.72080395,0.50000000,0.17053661,0.044772,-0.090575,0.994883,0.350000,0.100000
0.79741492,0.75000000,0.18984908,0.043292,-0.090129,0.994989,0.350000,0.150000
0.87402589,1.00000000,0.20916156,0.041730,-0.089659,0.995098,0.350000,0.200000
0.95063686,1.25000000,0.22847404,0.040078,-0.089161,0.995211,0.350000,0.250000
1.02724783,1.50000000,0.24778652,0.038328,-0.088634,0.995327,0.350000,0.300000
1.10385880,1.75000000,0.26709900,0.036472,-0.088075,0.995446,0.350000,0.350000
1.18046976,2.00000000,0.28641148,0.034499,-0.087480,0.995569,0.350000,0.400000
1.25708073,2.25000000,0.30572396,0.032399,-0.086846,0.995695,0.350000,0.450000
1.33369170,2.50000000,0.32503644,0.030158,-0.086169,0.995824,0.350000,0.500000
1.41030267,2.75000000,0.34434892,0.027762,-0.085445,0.995956,0.350000,0.550000
1.48691364,3.00000000,0.36366139,0.025194,-0.084668,0.996091,0.350000,0.600000
1.56352461,3.25000000,0.38297387,0.022435,-0.083834,0.996227,0.350000,0.650000
1.64013558,3.50000000,0.40228635,0.019464,-0.082934,0.996365,0.350000,0.700000
1.71674655,3.75000000,0.42159883,0.016254,-0.081961,0.996503,0.350000,0.750000
1.79335752,4.00000000,0.44091131,0.012776,-0.080905,0.996640,0.350000,0.800000
1.86996848,4.25000000,0.46022379,0.008995,-0.079757,0.996774,0.350000,0.850000
1.94657945,4.50000000,0.47953627,0.004869,-0.078503,0.996902,0.350000,0.900000
